Date,Open,High,Low,Close,Volume
18-02-2014,235.93,241.01,234.27,240.42,46299
19-02-2014,143.65,147.62,141.5,147.45,59765
20-02-2014,289.99,294.65,287.3,294.06,63714
21-02-2014,257.27,262.22,254.56,262.19,16935
24-02-2014,117.88,119.76,113.97,114.96,74002
25-02-2014,183.52,184.47,179.21,182.07,81631
26-02-2014,275.82,280.43,275.75,277.51,77729
27-02-2014,288.95,289.53,287.66,288.79,2320
28-02-2014,193.48,194.52,189.97,192.66,47032
03-03-2014,222.68,223.75,220.44,221.26,78763
04-03-2014,133.41,134.38,132.59,134.35,18907
05-03-2014,298.23,301.51,297.32,298.99,39002
06-03-2014,146.33,146.43,141.1,142.94,45838
07-03-2014,288.55,291.37,286.96,288.27,39912
10-03-2014,229.93,233.14,227.75,230.46,1552
11-03-2014,221.55,223.86,218.87,222.25,21140
12-03-2014,202.54,204.17,197.62,199.64,86591
13-03-2014,146.13,150.51,145.52,148.55,49737
14-03-2014,135.31,136.47,127.76,130.56,34367
17-03-2014,144.1,146.04,141.86,142.65,81634
18-03-2014,137.29,140.22,136.84,140.09,25061
19-03-2014,255.92,256.72,255.65,256.56,97590
20-03-2014,170.03,171.4,165.95,167.64,81336
21-03-2014,111.57,115.17,111.23,113.52,43124
24-03-2014,293.82,297.15,293.4,294.49,46638
25-03-2014,276.76,280.03,275.86,279.72,92115
26-03-2014,285.55,290.37,284.71,287.9,2982
27-03-2014,298.98,300.71,297.17,300.08,36765
28-03-2014,134.78,135.96,132.21,134.66,83606
31-03-2014,179.25,180.2,173.3,175.58,97422
01-04-2014,251.65,252.85,248.47,249.26,55681
02-04-2014,239.2,239.65,237.65,238.39,64232
03-04-2014,130.78,133.28,127.88,131.77,63349
04-04-2014,263.17,265.71,263.15,263.31,64474
07-04-2014,144.89,146.21,140.13,142.77,30513
08-04-2014,144.76,146.23,139.22,139.82,23592
09-04-2014,207.39,209.94,204.51,207.35,24618
10-04-2014,218.59,220.71,215.42,216.45,52632
11-04-2014,216.02,219.84,214.7,218.37,16409
14-04-2014,118.3,119.07,111.42,113.54,10529
15-04-2014,275.49,278.99,273.73,276.34,25154
16-04-2014,153.12,159.26,152.17,157.53,33882
17-04-2014,125.9,126.56,120.98,122.64,45917
18-04-2014,277.75,278.56,275.28,277.47,83488
21-04-2014,291.13,293.54,286.91,287.04,16701
22-04-2014,272.43,273.82,272.4,273.69,76281
23-04-2014,261.9,265.39,260.53,262.41,90871
24-04-2014,231.05,231.44,229.72,230.12,69225
25-04-2014,210.17,212.77,208.18,210.38,53492
28-04-2014,117.4,122.55,116.76,121.37,3988
29-04-2014,181.69,183.17,177.35,178.65,36919
30-04-2014,174.54,177.18,169.18,169.77,49426
01-05-2014,151.95,156.81,150.3,155.57,53167
02-05-2014,244.68,247.06,244.33,245.45,10013
05-05-2014,199.18,203.24,199.11,203.09,40113
06-05-2014,116.21,117.19,116.06,117.18,4574
07-05-2014,144.04,147.87,141.18,147.14,99016
08-05-2014,236.65,238.69,235.52,235.95,8838
09-05-2014,115.23,118.09,113.1,117.73,94899
12-05-2014,270.24,274.71,270.04,274.37,32368
13-05-2014,199.03,200.98,198.71,199.75,33228
14-05-2014,196.12,198.06,191.4,192.93,50711
15-05-2014,218.48,220.62,214.78,216.17,47097
16-05-2014,264.94,265.48,259.08,261.93,56773
19-05-2014,169.56,169.8,164.2,167.03,29639
20-05-2014,235.6,238.42,231.32,233.66,15823
21-05-2014,213.15,214.48,211.34,213.7,24510
22-05-2014,153.41,156.85,152.05,154.29,39333
23-05-2014,275.73,278.32,273.92,274.99,5435
26-05-2014,259.49,262.96,256.65,260.64,39418
27-05-2014,231.69,232.2,225.7,227.51,58955
28-05-2014,270.12,272.59,264.26,266,60507
29-05-2014,273.46,275.77,269.48,270.18,52033
30-05-2014,241.67,243.64,241.53,241.85,87089
02-06-2014,267.4,268.41,261.7,264.54,73972
03-06-2014,239.49,240.28,236.38,237.32,48219
04-06-2014,236.03,236.4,233.7,235.03,35477
05-06-2014,223.72,228.37,223.38,226.84,90780
06-06-2014,250.54,252.3,243.17,245.68,43721
09-06-2014,131.72,134.29,131.64,133.21,68228
10-06-2014,276.17,279.29,273.67,277.86,16523
11-06-2014,274.37,278.45,273.95,277.36,33326
12-06-2014,105.85,112.1,103.19,110.18,43205
13-06-2014,265.16,267.86,258.17,260.36,1125
16-06-2014,125.77,126.26,121.82,122.31,67735
17-06-2014,167.02,172.02,165.32,170.88,17375
18-06-2014,248.7,249.12,247.35,248.29,3711
19-06-2014,132.15,134.67,131.62,132.8,33437
20-06-2014,263.59,267.41,261.01,265.22,29022
23-06-2014,266.43,271.02,265.22,268.22,10182
24-06-2014,201.49,206.65,200.29,205.81,94177
25-06-2014,101.28,109.1,100.77,106.25,96066
26-06-2014,157.41,159.8,156.26,159.61,89148
27-06-2014,223.39,225.2,218.65,221.26,72531
30-06-2014,296.24,300.21,295.15,300.04,41950
01-07-2014,226.36,229.04,219,221.85,13920
02-07-2014,151.96,153.55,146.43,149.27,23144
03-07-2014,226.8,232.78,226.37,230.77,85418
04-07-2014,208,210.49,205.03,205.56,3565
07-07-2014,255.97,256.42,250.59,253.18,89909
08-07-2014,121.4,121.52,116.6,117.78,54942
09-07-2014,252.21,258.44,252.2,255.8,71560
10-07-2014,208.25,209.19,207.43,208.25,25691
11-07-2014,292.6,294.74,290.81,294.35,34799
14-07-2014,168.37,169.78,163.36,165.76,67777
15-07-2014,226.52,230.89,226.12,229.1,35510
16-07-2014,286.41,289.1,286.08,289.01,88919
17-07-2014,120.5,121.32,115.86,118.63,78366
18-07-2014,287.45,287.55,284.31,286.56,29975
21-07-2014,237.58,238.84,232.91,234.68,54242
22-07-2014,113.57,121.03,111.26,118.34,47546
23-07-2014,160.19,164.6,158.9,161.65,93087
24-07-2014,241.63,247.89,239.35,245.98,24267
25-07-2014,113.47,113.95,110.38,111.5,78911
28-07-2014,216.43,221.97,215.7,219.25,88049
29-07-2014,169.18,173.39,166.99,171.84,70939
30-07-2014,224.18,226.56,222.92,226.1,5897
31-07-2014,109.15,116.58,106.21,113.81,1163
01-08-2014,274.31,276.58,272.2,273.25,53540
04-08-2014,294.7,296.9,288.24,291.01,83915
05-08-2014,293.78,297.63,290.98,295.5,31030
06-08-2014,249.93,252.82,249.2,252.22,56313
07-08-2014,126.02,127.4,123.63,126.77,30870
08-08-2014,251.65,253.71,247.42,248.72,30482
11-08-2014,104.92,105.62,102.17,104.96,32058
12-08-2014,104.42,105.74,101.19,102.54,58255
13-08-2014,164.72,167.07,161.76,163.99,93407
14-08-2014,197.73,201.53,196.33,199.18,65930
15-08-2014,254.08,257.89,253.4,256.53,51500
18-08-2014,236.66,239.04,233.38,233.98,27379
19-08-2014,189.18,191.7,186.95,188.23,68787
20-08-2014,154.73,156.69,150.15,152.42,24674
21-08-2014,299.42,300.11,294.59,296.41,7590
22-08-2014,185.24,188.89,183.17,188.07,32432
25-08-2014,190.28,195.31,189.43,194.37,41426
26-08-2014,132.72,133.07,129.98,131.42,50584
27-08-2014,258.96,262.29,258.83,261.47,88663
28-08-2014,238.74,243.34,236.29,242.71,39015
29-08-2014,144.15,148.98,141.18,147.61,74251
01-09-2014,116.48,119.21,112.09,113.31,70353
02-09-2014,236.1,240.97,236.07,240.66,96029
03-09-2014,230.9,233.06,229.16,229.67,83990
04-09-2014,154.65,156.71,151.08,153.04,5600
05-09-2014,290.17,290.46,283.95,285.79,25690
08-09-2014,130.21,132.98,127.71,130.07,34762
09-09-2014,186.47,188.18,181.8,182.56,38499
10-09-2014,288.72,289.81,283.92,286.21,88988
11-09-2014,183.95,186.22,180.06,182.12,8670
12-09-2014,227.71,231.57,226.74,230.8,87687
15-09-2014,179.52,185.35,177.88,183.27,18341
16-09-2014,154.84,154.96,152.42,152.86,96140
17-09-2014,296.8,302.91,295.44,300.39,74823
18-09-2014,181.87,186.78,179.23,185.44,85074
19-09-2014,278.82,283.38,277.56,281.47,18015
22-09-2014,145.99,146.65,139.94,142.46,66126
23-09-2014,142.62,146.55,140.85,144.52,56197
24-09-2014,106.23,113,105.65,110.68,50849
25-09-2014,230.33,233.58,228.59,232.16,16852
26-09-2014,173.71,175.56,170.51,172.03,56361
29-09-2014,272.87,274.25,271.67,272.88,22258
30-09-2014,194.64,198.78,194.28,196.1,63355
01-10-2014,293.64,295.24,292.39,293.75,42508
02-10-2014,137.11,139.64,133.09,133.31,68784
03-10-2014,273.72,276.12,271.54,271.84,72728
06-10-2014,255.32,259.57,254.07,258.34,28410
07-10-2014,254.18,258.48,253.26,257.79,10895
08-10-2014,268.96,270.18,262.55,265.33,72942
09-10-2014,252.2,259.2,251.07,256.72,34924
10-10-2014,225.24,225.92,221.26,223.53,71831
13-10-2014,126.25,129.44,124.66,127.87,13264
14-10-2014,106.51,111.45,104.4,109.03,29038
15-10-2014,284.17,288.35,283.39,287.29,10136
16-10-2014,223.33,229.72,220.5,227.79,14213
17-10-2014,259.31,260.05,255.85,257.44,78608
20-10-2014,196.3,200.22,193.81,199.89,28431
21-10-2014,123.46,125.84,118.68,119.78,43290
22-10-2014,125.04,127.39,124.74,127.09,68539
23-10-2014,237.11,240.34,235.09,239.53,86535
24-10-2014,186.06,190.41,186.04,187.84,97815
27-10-2014,140.1,141.14,136.19,137.62,43747
28-10-2014,198.32,204.97,197.74,202.05,76974
29-10-2014,112.84,115.78,107.65,109.53,80763
30-10-2014,216.39,217.19,208.99,211.93,70208
31-10-2014,153.8,156.09,152.41,155.97,73994
03-11-2014,259.51,261.63,256.81,259.26,85075
04-11-2014,162.07,166.91,160.55,165.56,70015
05-11-2014,191.04,191.34,188.38,189.87,15887
06-11-2014,102.32,104.44,96.21,99,1051
07-11-2014,114.49,117.94,111.82,117.85,68695
10-11-2014,178.5,181.6,176.14,178.99,70926
11-11-2014,195.99,196.41,191.99,192.88,86571
12-11-2014,220,222.58,218.36,222.2,29491
13-11-2014,158.33,158.97,157.66,158.44,17080
14-11-2014,239,242.92,237.67,240.04,35880
17-11-2014,272.02,274.1,270.18,271.63,60965
18-11-2014,255.97,261.66,253.48,259.26,48361
19-11-2014,107.92,112.41,105.23,111.22,88685
20-11-2014,196.1,199.2,194.86,198.19,81875
21-11-2014,120.99,121.69,116.99,117.04,95841
24-11-2014,148.41,153.24,145.82,151.8,67890
25-11-2014,297.33,300.7,296.81,299.04,72156
26-11-2014,128.5,132.37,126.63,130.47,70290
27-11-2014,199.78,200.55,198.34,198.41,17593
28-11-2014,223.63,230.27,222.43,227.42,17167
01-12-2014,240.49,243.25,237.53,242.74,89091
02-12-2014,211.93,214.83,207.76,208.06,34005
03-12-2014,101.95,101.99,99.76,101.03,66471
04-12-2014,165.29,170.59,164.37,169.15,51728
05-12-2014,203.54,204.54,196.29,199.01,9691
08-12-2014,117.57,123.53,114.96,122.18,10756
09-12-2014,170.13,173.63,169.42,171.92,37308
10-12-2014,106.64,109.26,106.4,107.95,65079
11-12-2014,115.72,116.96,111.55,113.43,66524
12-12-2014,179.38,181.58,175.86,176.87,61466
15-12-2014,126.54,133.02,124.52,130.96,10327
16-12-2014,213.51,216.01,211.39,211.49,29520
17-12-2014,237.89,241.4,237.49,240.65,44308
18-12-2014,260.12,261.95,256.99,259.05,95436
19-12-2014,140.03,141.79,135.78,136.42,17533
22-12-2014,133.5,134.61,126.04,128.61,98417
23-12-2014,120.91,122.81,120.73,121.35,94318
24-12-2014,227.29,232.99,226.64,232.05,45488
25-12-2014,241.3,241.73,236.99,239.99,68160
26-12-2014,106.32,106.96,103.59,104.89,41429
29-12-2014,287.24,287.56,283.57,285.68,52726
30-12-2014,110.39,112.65,109.84,110.6,87348
31-12-2014,208.26,210.24,205.84,207.67,74065
01-01-2015,241.81,248.46,239.63,245.61,21653
02-01-2015,274.19,276.44,273.25,274.25,57921
05-01-2015,242.82,243.06,240.33,242.9,94396
06-01-2015,260.35,263,254.92,256.73,14654
07-01-2015,167.89,175.31,166.72,172.72,3108
08-01-2015,262.97,264.3,258.8,260.47,70483
09-01-2015,116.02,117.78,110.02,111.75,8899
12-01-2015,278.96,283.52,278.46,280.59,14372
13-01-2015,209.52,212.07,208.31,210.47,38682
14-01-2015,263.46,266.18,261.58,262.61,96909
15-01-2015,190.46,190.71,188.48,189.68,68799
16-01-2015,228.72,232.14,226.44,231.57,92724
19-01-2015,205.28,206.6,200.79,202.24,37583
20-01-2015,246.32,251.27,243.5,249.52,30295
21-01-2015,116.33,120.27,115.45,117.82,67113
22-01-2015,112.07,115.03,110.01,111.26,81565
23-01-2015,149.42,150.59,146.64,149,50574
26-01-2015,131.91,132.05,127.84,129.48,65934
27-01-2015,274.36,279.28,272.72,276.88,31066
28-01-2015,143.84,145.78,143.68,143.97,84149
29-01-2015,295.17,295.77,292.18,293.38,86096
30-01-2015,167.38,169.82,166.57,168.34,9945
02-02-2015,136.42,143.61,133.42,141.38,30418
03-02-2015,257.94,260.25,256.36,257.29,83607
04-02-2015,231.74,237.45,229.09,235.95,50874
05-02-2015,199.64,200.56,196.06,198.09,18130
06-02-2015,211.07,213.99,205.6,206.62,87257
09-02-2015,243.84,245.83,239.25,240.88,69248
10-02-2015,145.69,146.91,142.36,144.88,83627
11-02-2015,299.27,300.11,293.82,296.47,82393
12-02-2015,294.96,297.15,289.48,289.96,42394
13-02-2015,230.07,234.95,229.05,234.22,50635
16-02-2015,139.91,143.87,138.9,143.35,83089
17-02-2015,236.05,240.06,235.92,238.47,18404
18-02-2015,114.44,115.31,109.33,111.12,73629
19-02-2015,106.13,108.02,99.77,102.33,14156
20-02-2015,151.54,151.89,146.08,147.22,56618
23-02-2015,192.52,196.72,190.3,194.76,50999
24-02-2015,273.65,278.79,271.77,277.94,14785
25-02-2015,245.43,245.43,243.61,244.74,49359
26-02-2015,248.54,248.92,244.31,244.73,91807
27-02-2015,185.1,188.02,182.97,185.22,15694
02-03-2015,169.19,171.79,165.12,167.68,37114
03-03-2015,174.21,174.91,170.9,172.96,70549
04-03-2015,297.53,301.08,297.48,298.74,58230
05-03-2015,108.02,112.04,107.37,110.21,33799
06-03-2015,273.41,276.32,269.31,269.52,91288
09-03-2015,215.74,216.86,209.39,211.1,12156
10-03-2015,187.72,194.7,185.45,192.66,11304
11-03-2015,245.05,245.24,242.05,242.38,41645
12-03-2015,197.33,198.52,190.35,192.87,39938
13-03-2015,274.68,277.57,269.91,271.58,57982
16-03-2015,280.14,281.76,273.46,275.53,78614
17-03-2015,184.34,185.2,180.35,183.26,92614
18-03-2015,155.37,158.75,155.12,158.39,3315
19-03-2015,218.47,220.58,214.18,216.88,93756
20-03-2015,282.47,284.4,281.53,281.91,98267
23-03-2015,142.13,145.01,140.95,143.89,99369
24-03-2015,224.59,227.53,222.04,224.68,13420
25-03-2015,226.31,229.99,223.59,229.92,19312
26-03-2015,246.62,251.19,245.1,250.28,22395
27-03-2015,126.31,129.07,119.63,121.41,41301
30-03-2015,243.16,246.9,241.04,245.94,47972
31-03-2015,281.81,282.57,278.92,281.42,64294
01-04-2015,135.94,142.43,135.58,140.83,81853
02-04-2015,147.51,149.98,144.91,147.34,49225
03-04-2015,294.28,299.46,292.84,299.15,83504
06-04-2015,136.2,141.58,134.85,138.75,23854
07-04-2015,270.88,273.27,267.1,268.37,71780
08-04-2015,198.46,199.38,196.93,198.84,31929
09-04-2015,149.45,156.51,146.61,154.37,58103
10-04-2015,274.15,278.88,272.51,277.73,64620
13-04-2015,189.06,190.27,182.17,185.03,90590
14-04-2015,202.96,207.37,202.42,205.02,85124
15-04-2015,171.85,174.74,168.14,170.31,45590
16-04-2015,218.59,218.97,211.22,213.66,73554
17-04-2015,132.7,133.96,129.69,131.73,11621
20-04-2015,178.22,179.66,173.75,175.57,1973
21-04-2015,293.88,298.2,292.19,297.07,59786
22-04-2015,151.63,152.72,147.42,150,38097
23-04-2015,231.35,234.79,228.89,234.63,35245
24-04-2015,165.04,167.1,159.68,160.05,66211
27-04-2015,254.69,256,250.22,252.77,55841
28-04-2015,126.17,126.75,122.34,123.58,26346
29-04-2015,293.96,296.41,290.54,291.3,72980
30-04-2015,190.76,193.17,183.83,186.44,91417
01-05-2015,147.21,148.67,142.78,144.08,50153
04-05-2015,114.7,116.16,112.27,115.26,91382
05-05-2015,133.95,135.86,131.07,131.86,77942
06-05-2015,203.95,204.81,203.11,203.12,91975
07-05-2015,167.4,168.11,164.68,166.17,6972
08-05-2015,265.78,271.73,265.48,269.54,49063
11-05-2015,186.18,190.35,183.92,190.23,66488
12-05-2015,149.74,150.02,148.84,149.67,58055
13-05-2015,223.43,223.45,220.4,221.73,65366
14-05-2015,241.36,241.82,237.17,237.43,11931
15-05-2015,133.41,138.15,132.55,137.94,8702
18-05-2015,133.52,136.51,126.78,129.12,85834
19-05-2015,107.33,108.2,104.86,105.31,22540
20-05-2015,247.28,247.73,243.32,245.26,58450
21-05-2015,232.76,233.48,228.21,230.96,98576
22-05-2015,194.93,197.74,189.53,191.57,66252
25-05-2015,268.83,273.22,266.4,271.66,47904
26-05-2015,261.13,262.22,257.02,257.35,53320
27-05-2015,217.07,221.04,216.32,218.42,32000
28-05-2015,273.65,274.83,267.21,269.89,96341
29-05-2015,141.17,142.18,134.73,136.88,3599
01-06-2015,122.38,127.09,120.46,126.47,88636
02-06-2015,153.95,155.08,148.86,150.85,97045
03-06-2015,111.42,115.58,110.18,114.63,85719
04-06-2015,206.23,208.71,206.1,206.68,57165
05-06-2015,287.32,288.19,280.75,283.1,59855
08-06-2015,107.87,114.15,105.83,112.42,1018
09-06-2015,124.42,124.62,120.47,121.89,1858
10-06-2015,190.44,194.61,187.74,194.04,26992
11-06-2015,286.78,288,282.46,283.47,33580
12-06-2015,163.23,169.58,162.35,166.77,71916
15-06-2015,201.45,202.58,193.96,196.58,36800
16-06-2015,108.31,110.42,105.92,108.43,59770
17-06-2015,129.67,133.13,128.13,132.36,55941
18-06-2015,297.33,302.06,296.94,301.68,85451
19-06-2015,293.02,297.29,292.37,297.11,38487
22-06-2015,100.99,105.11,99.02,104.19,13943
23-06-2015,290.36,294.71,289.2,294.24,62457
24-06-2015,227.82,228.34,222.3,224.81,19836
25-06-2015,273.58,275.86,268.57,271.42,12394
26-06-2015,190.95,191,186.42,188.84,73158
29-06-2015,203.12,204.79,200.76,201.89,26280
30-06-2015,197.77,198.91,194.33,196.7,78318
01-07-2015,233.37,235.34,232.32,233.82,2159
02-07-2015,127.93,129.62,124.03,124.53,71162
03-07-2015,105.99,108.84,105.89,107.9,24440
06-07-2015,161.59,162.48,157.11,158.27,78166
07-07-2015,240.94,243.14,236.33,239.04,53712
08-07-2015,140.37,143.01,139.65,140.4,48656
09-07-2015,234.69,238.23,234.07,237.65,7589
10-07-2015,293.98,296.66,291.07,296.37,49241
13-07-2015,118.78,122.93,118.7,120.24,24233
14-07-2015,234.52,235.57,228.72,231.08,36011
15-07-2015,188.75,190.87,187.79,189.22,9177
16-07-2015,273.63,274.71,269.39,269.5,35528
17-07-2015,135.43,135.81,131.45,134.2,62351
20-07-2015,238.53,240.3,237.25,237.67,92908
21-07-2015,267.62,269.2,261.36,263.02,57831
22-07-2015,288.92,289.53,285.84,286.66,52827
23-07-2015,236.65,242.57,236.45,241.21,24508
24-07-2015,199.43,206.36,199.28,203.97,55933
27-07-2015,223.57,225.34,221.74,222.09,81501
28-07-2015,273.78,274.07,269,269.21,69772
29-07-2015,214.12,215.76,208.63,210.91,16611
30-07-2015,106.08,108.19,103.54,105,23282
31-07-2015,286.19,293.05,285.16,290.67,42003
03-08-2015,237.91,239.8,233.06,234.32,82365
04-08-2015,235.3,238.4,232.51,237.94,75216
05-08-2015,143.14,145.27,136.5,139.23,12340
06-08-2015,231.78,238.62,229.63,236.59,97629
07-08-2015,178.77,178.84,174.94,177.59,87643
10-08-2015,230.25,234.24,229.29,233,75684
11-08-2015,121.32,122.32,118.61,119.75,84035
12-08-2015,231.57,234.86,229.73,232.85,19165
13-08-2015,299.88,300.53,294.93,296.8,91762
14-08-2015,109.64,111.41,104.65,106.1,19260
17-08-2015,295.43,302.55,294.23,299.81,55515
18-08-2015,181.38,187.95,178.42,185.56,91452
19-08-2015,274.15,280.78,271.69,278.02,31480
20-08-2015,256.48,260.67,255.18,257.73,53527
21-08-2015,213.4,216.51,211.22,216.48,60789
24-08-2015,247.69,249.56,242.57,243.38,52902
25-08-2015,275.7,276.94,273.75,274.05,33191
26-08-2015,180.83,183.41,177.91,178.97,60488
27-08-2015,165.41,167.53,164.2,166.77,76082
28-08-2015,233.52,236.46,232.03,232.08,37044
31-08-2015,261.57,263.41,255.62,258.06,50600
01-09-2015,252.46,255.8,251.38,253.42,88457
02-09-2015,259.56,262.96,257.82,262.7,49776
03-09-2015,187.12,187.67,185.72,185.94,13836
04-09-2015,263.57,265.85,259.37,259.89,75525
07-09-2015,124.04,124.11,118.34,121.01,53648
08-09-2015,208.9,211.35,204.44,206.27,14740
09-09-2015,101.15,101.19,96.3,99.15,96716
10-09-2015,164.92,168.32,161.92,166.35,14102
11-09-2015,173.29,175.4,172.17,174.3,81893
14-09-2015,179.23,183.02,178.33,181.19,52334
15-09-2015,239.09,241.18,235.14,237.72,31255
16-09-2015,177.71,181.98,174.71,180.95,26221
17-09-2015,189.74,190.06,184.89,186.78,64265
18-09-2015,147.51,147.72,144.81,147.2,1719
21-09-2015,174.65,179.43,172.3,177.66,84442
22-09-2015,145.45,147.01,141.18,142.25,24140
23-09-2015,114.64,116.87,109.02,110.74,56779
24-09-2015,220.69,226.06,218.19,224.53,2069
25-09-2015,233.64,234.91,230.01,232.07,55714
28-09-2015,223.9,226.93,223.84,225.74,74285
29-09-2015,192.7,192.78,186.94,187.95,13935
30-09-2015,175.96,178.87,175.53,177.86,45035
01-10-2015,272.67,275.6,270.13,270.83,97256
02-10-2015,203.82,206.44,196.66,199.38,28937
05-10-2015,195.84,197.93,195.73,196.94,19540
06-10-2015,105.13,106.89,101.88,102.54,74480
07-10-2015,168.25,170.79,166.19,167.12,49702
08-10-2015,176.04,177.36,170,171.85,79283
09-10-2015,179.76,179.81,174.63,176.23,77041
12-10-2015,216.03,216.25,213.36,214.01,78233
13-10-2015,206.72,208.25,202.13,202.62,37907
14-10-2015,221.58,228.6,220.87,225.69,16221
15-10-2015,252.98,255.06,246.53,248.04,55781
16-10-2015,262.6,262.81,261.63,262.44,8087
19-10-2015,243.62,244.19,237.01,239.85,87998
20-10-2015,291.1,293.41,287.79,289.18,23789
21-10-2015,103.65,110.43,103.47,107.91,57023
22-10-2015,139.16,141.01,133.59,135.78,34400
23-10-2015,101.51,108.1,100.52,106.17,3199
26-10-2015,229.49,229.58,224.59,226.55,48316
27-10-2015,279.61,284.52,278.77,282.03,88273
28-10-2015,148.7,151.53,146.99,149.17,53062
29-10-2015,285.41,290.03,283.09,289.25,72609
30-10-2015,112.05,114.72,109.27,112.59,17744
02-11-2015,286.89,287.88,286.11,287.24,77095
03-11-2015,170.32,170.44,166.27,167.27,56517
04-11-2015,120.28,120.88,115.55,116.94,99231
05-11-2015,197.17,201.87,194.39,201.33,49865
06-11-2015,151.36,152.37,146.94,149.64,74937
09-11-2015,156.97,158.23,155.42,155.69,78195
10-11-2015,161.46,165.59,161.06,164.06,14894
11-11-2015,260.61,262.04,257.51,259,30160
12-11-2015,207.83,213.16,207.51,212.35,54095
13-11-2015,162.26,164.73,161.22,164.64,30272
16-11-2015,222.07,224.86,221.62,223.04,55021
17-11-2015,243.23,248.23,241.32,247.04,91048
18-11-2015,154.52,155.42,147.17,150.02,34645
19-11-2015,182.71,185.31,177.29,180.28,22179
20-11-2015,124.38,126.62,122.9,124.03,11691
23-11-2015,136.23,138.8,131.7,133.5,82646
24-11-2015,236.22,240.14,233.65,238.66,46311
25-11-2015,136.29,140.87,135.94,140.48,96381
26-11-2015,205.03,207.12,202.2,204.27,40038
27-11-2015,241.81,242.43,239,240.23,25967
30-11-2015,121.38,127.32,120.76,126,29478
01-12-2015,213.46,213.66,211.7,212.91,56775
02-12-2015,151.31,153.79,150.97,151.2,71624
03-12-2015,292.59,292.97,289.02,291.11,41332
04-12-2015,196.71,203.52,195.95,200.81,8066
07-12-2015,261.2,264.48,260.27,261.89,40313
08-12-2015,210.05,214.06,209.69,212.67,68857
09-12-2015,108.68,114.03,106.09,111.8,46900
10-12-2015,226.63,228.49,223.57,225.05,91069
11-12-2015,290.28,292.69,287.9,289.62,91045
14-12-2015,220.32,225.1,218.61,223.8,42098
15-12-2015,263.84,266.2,261.24,262.47,9294
16-12-2015,276.84,281.17,276.26,279.78,63580
17-12-2015,145.62,152.85,143.38,150.03,39101
18-12-2015,142.41,145.1,142.03,143.64,26059
21-12-2015,222.2,226.01,221.89,224.62,97784
22-12-2015,182.21,187.62,180.08,185.26,41626
23-12-2015,267.97,273.88,267.34,271.42,21703
24-12-2015,280,281.66,278.03,278.95,62417
25-12-2015,170.68,171.22,164.76,166.19,60228
28-12-2015,147.37,148.77,145.04,146.39,4205
29-12-2015,256.11,260.75,253.98,257.85,35929
30-12-2015,154.96,157.22,152.59,154.46,84384
31-12-2015,264.52,269.44,262.59,267.01,34411
01-01-2016,184.75,184.85,181.18,183.32,81522
04-01-2016,233.51,236.26,232.63,234.86,12628
05-01-2016,119.11,121.05,115,115.97,71089
06-01-2016,224.77,229.75,223.46,227.26,7518
07-01-2016,190.35,190.96,189.43,190.81,39491
08-01-2016,217.32,219.88,211.41,214.36,8946
11-01-2016,133.6,135.25,129.08,131.52,1610
12-01-2016,247.37,250.45,246.88,249.86,70838
13-01-2016,272.56,273.51,272.37,272.39,35311
14-01-2016,143.35,144.2,140.38,140.51,42876
15-01-2016,119.14,125.4,118.41,123.81,81192
18-01-2016,104.73,107.04,104.39,106.88,51333
19-01-2016,228.39,233.44,226.79,232.96,52298
20-01-2016,221.42,223.86,218.12,220.69,85192
21-01-2016,209.34,209.74,206.88,209.09,42811
22-01-2016,146.39,151.07,145.74,150.37,71072
25-01-2016,178.18,179.79,176.98,178.43,43974
26-01-2016,218.9,222.52,217.38,220.97,20856
27-01-2016,199.35,201.64,194.44,196.87,45830
28-01-2016,297.56,298.9,294.51,297.03,82983
29-01-2016,127.29,129.66,120.79,123.52,46823
01-02-2016,239.03,240.89,234.56,236.09,99863
02-02-2016,180.86,181.2,173.79,175.87,75397
03-02-2016,185.64,186.11,180.69,181.03,86814
04-02-2016,243.52,249.6,241.82,248.29,68078
05-02-2016,238.49,239.68,235.16,235.91,68951
08-02-2016,298.25,302.11,296.95,299.88,13905
09-02-2016,125.68,130.81,123.78,129.07,22601
10-02-2016,120.82,122.49,120.05,121.33,88099
11-02-2016,244.87,245.38,241.24,241.4,41955
12-02-2016,215.68,218.64,215.65,217.96,73179
15-02-2016,154.83,157.56,154.76,155.83,49435
16-02-2016,115.88,119.46,115.85,118.19,25044
17-02-2016,117.13,121.37,116.8,119.83,12246
18-02-2016,278.84,284.1,278.12,283.59,3458
19-02-2016,138.37,141.1,137.71,139.11,59507
22-02-2016,164.67,167.23,160.13,163.09,7028
23-02-2016,145.33,147.58,144.41,146.81,52901
24-02-2016,171,172.47,166.3,166.68,7306
25-02-2016,113.88,120.78,112.24,117.85,28678
26-02-2016,203.81,204.81,197.43,200,91444
29-02-2016,113.52,115.31,109.77,111.8,13363
01-03-2016,260.07,263.5,259.18,263.23,15066
02-03-2016,146.74,149.53,145.06,147.71,64804
03-03-2016,208,208.27,204.8,206.94,49544
04-03-2016,276.02,278.9,273.57,275.75,99247
07-03-2016,230.18,235.88,228.18,233.73,1189
08-03-2016,206.59,208.95,202.38,204.99,12752
09-03-2016,164.87,170.68,162.26,168.57,8482
10-03-2016,166.6,168.37,160.74,162.48,17679
11-03-2016,233.9,238.02,232.61,236.67,91088
